smiles
Nc1c(N)nc(cn1)N
Nc1c(N)nc(N)c(n1)N
NC1=C(N)NC(N)=C(N1)N
NC1=CNC(N)=C(N1)N
O=C1C(N)=C(N)C(=O)C(N)=C1N
O=C1C(N)=CC(=O)C(N)=C1N
Oc1c(N)cc(O)c(N)c1N
Oc1c(N)c(N)c(O)c(N)c1N
Nc1cc(N)c(N)c(c12)nsn2
Nc1c(N)c(N)c(N)c(c12)nsn2
Nc1c(N)c(N)c(N)c(c12)NSN2
Nc1c(N)cc(N)c(c12)NSN2
O=C1C(N)=C(N)C(=O)c(c12)nsn2
O=C1C(N)=CC(=O)c(c12)nsn2
O=c1c(N)c(N)c(=O)c(c12)[nH]s[nH]2
O=c1c(N)cc(=O)c(c12)[nH]s[nH]2
Oc1c(N)c(N)c(O)c(c12)NSN2
Oc1cc(N)c(O)c(c12)NSN2
c1c(N)c(N)nc(c12)cc3c(c2N)ncc(N)c3N
Nc1c(N)cnc(c12)c(N)c3c(c2)nccc3N
c1c(N)cnc(c12)c(N)c3c(c2N)ncc(c3)N
Nc1cc(N)nc(c12)cc3c(c2)nc(N)cc3
Nc1c(N)cnc(c12)c(N)c3c(c2N)ncc(N)c3N
Nc1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3
Nc1c(N)cnc(c12)c(N)c3c(c2N)nccc3N
Nc1cc(N)nc(c12)cc3c(c2)ncc(N)c3N
c1cc(N)nc(c12)cc3c(c2)ncc(c3)N
Nc1c(N)cnc(c12)c(N)c3c(c2)ncc(c3)N
Nc1cc(N)nc(c12)c(N)c3c(c2N)ncc(c3)N
Nc1c(N)c(N)nc(c12)cc3c(c2)nccc3N
Nc1c(N)cnc(c12)cc3c(c2)ncc(N)c3N
c1cc(N)nc(c12)cc3c(c2)ncc(N)c3N
Nc1cc(N)nc(c12)c(N)c3c(c2N)nc(N)cc3
c1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)c(c3)N
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)cc3N
c1c(N)c(N)nc(c12)cc3c(c2)ncc(c3)N
c1cc(N)nc(c12)cc3c(c2N)nc(N)cc3
c1cc(N)nc(c12)cc3c(c2)nccc3
c1c(N)c(N)nc(c12)cc3c(c2)nccc3
Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)c(N)c3N
Nc1cc(N)nc(c12)cc3c(c2N)nc(N)cc3N
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N
Nc1c(N)cnc(c12)c(N)c3c(c2N)ncc(c3)N
Nc1c(N)c(N)nc(c12)cc3c(c2N)ncc(c3)N
Nc1c(N)cnc(c12)cc3c(c2)nccc3N
c1c(N)c(N)nc(c12)cc3c(c2)ncc(N)c3N
c1c(N)cnc(c12)c(N)c3c(c2N)nccc3
Nc1c(N)cnc(c12)c(N)c3c(c2N)nccc3
c1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3N
c1c(N)c(N)nc(c12)cc3c(c2N)nccc3N
Nc1c(N)c(N)nc(c12)cc3c(c2N)ncc(N)c3N
c1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3N
c1c(N)c(N)nc(c12)cc3c(c2)nc(N)c(c3)N
Nc1cc(N)nc(c12)c(N)c3c(c2N)nccc3
Nc1cc(N)nc(c12)cc3c(c2N)ncc(N)c3N
c1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3N
Nc1c(N)cnc(c12)cc3c(c2)ncc(c3)N
c1cc(N)nc(c12)c(N)c3c(c2)ncc(N)c3N
c1c(N)cnc(c12)cc3c(c2)nccc3N
c1c(N)cnc(c12)c(N)c3c(c2)nccc3N
c1c(N)c(N)nc(c12)cc3c(c2N)nc(N)c(c3)N
c1c(N)cnc(c12)cc3c(c2)nccc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3N
c1c(N)c(N)nc(c12)c(N)c3c(c2)ncc(N)c3N
Nc1c(N)cnc(c12)cc3c(c2N)ncc(c3)N
c1ccnc(c12)c(N)c3c(c2N)nccc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3
c1cc(N)nc(c12)cc3c(c2)nccc3N
c1c(N)c(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N
Nc1cc(N)nc(c12)cc3c(c2N)nccc3
Nc1ccnc(c12)cc3c(c2N)nccc3N
Nc1cc(N)nc(c12)cc3c(c2N)nc(N)cc3
c1cc(N)nc(c12)c(N)c3c(c2)nccc3
c1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)cc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)cc3N
c1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3
Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3
Nc1c(N)c(N)nc(c12)cc3c(c2)ncc(c3)N
Nc1cc(N)nc(c12)cc3c(c2)nccc3N
Nc1ccnc(c12)cc3c(c2)nccc3
c1cc(N)nc(c12)c(N)c3c(c2N)nc(N)cc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3N
c1cc(N)nc(c12)cc3c(c2)nc(N)cc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)c(c3)N
c1cc(N)nc(c12)cc3c(c2N)ncc(c3)N
c1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3
Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3N
c1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3
Nc1cc(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N
c1c(N)c(N)nc(c12)c(N)c3c(c2N)ncc(c3)N
c1cc(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N
Nc1c(N)cnc(c12)cc3c(c2N)nccc3N
Nc1c(N)cnc(c12)cc3c(c2)nccc3
c1cc(N)nc(c12)c(N)c3c(c2N)nccc3N
Nc1cc(N)nc(c12)c(N)c3c(c2)nccc3
Nc1cc(N)nc(c12)c(N)c3c(c2)nc(N)cc3
Nc1ccnc(c12)cc3c(c2N)nccc3
Nc1cc(N)nc(c12)c(N)c3c(c2)nccc3N
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)ncc(N)c3N
Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)c(c3)N
Nc1c(N)cnc(c12)c(N)c3c(c2)nccc3
c1cc(N)nc(c12)cc3c(c2N)ncc(N)c3N
Nc1c(N)c(N)nc(c12)cc3c(c2N)nccc3
Nc1c(N)c(N)nc(c12)cc3c(c2)ncc(N)c3N
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)c(c3)N
Nc1c(N)c(N)nc(c12)cc3c(c2N)nc(N)c(c3)N
c1c(N)c(N)nc(c12)cc3c(c2N)ncc(c3)N
c1cc(N)nc(c12)cc3c(c2N)nccc3
Nc1cc(N)nc(c12)c(N)c3c(c2N)nccc3N
Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)cc3
Nc1c(N)c(N)nc(c12)cc3c(c2N)nc(N)c(N)c3N
c1cc(N)nc(c12)c(N)c3c(c2N)ncc(c3)N
c1cc(N)nc(c12)c(N)c3c(c2N)nccc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3
Nc1c(N)cnc(c12)cc3c(c2N)ncc(N)c3N
c1c(N)cnc(c12)cc3c(c2)ncc(c3)N
c1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3N
Nc1cc(N)nc(c12)cc3c(c2N)nccc3N
c1c(N)c(N)nc(c12)cc3c(c2N)nccc3
Nc1ccnc(c12)c(N)c3c(c2N)nccc3N
Nc1cc(N)nc(c12)c(N)c3c(c2)ncc(c3)N
c1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3
Nc1cc(N)nc(c12)cc3c(c2N)ncc(c3)N
c1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)cc3N
Nc1c(N)cnc(c12)cc3c(c2N)nccc3
Nc1ccnc(c12)cc3c(c2)nccc3N
c1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)cc3N
Nc1cc(N)nc(c12)cc3c(c2)ncc(c3)N
Nc1ccnc(c12)c(N)c3c(c2)nccc3
Nc1c(N)c(N)nc(c12)c(N)c3c(c2)ncc(c3)N
Nc1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3N
Nc1cc(N)nc(c12)cc3c(c2)nccc3
c1ccnc(c12)cc3c(c2N)nccc3
c1c(N)cnc(c12)cc3c(c2N)nccc3N
c1c(N)cnc(c12)cc3c(c2N)nccc3
c1c(N)c(N)nc(c12)cc3c(c2)nccc3N
