id,smiles,inchiKey,parentGroupLabel,reactionStep,functionalGroup,stoichiometry,uff_energy,mmff_energy
2,Nc1c(N)nc(cn1)N,ALOJQGYOHJAGOO-UHFFFAOYSA-N,1,0,NH2,C4N5H7,15.32124352,-10.67120524
4,Nc1c(N)nc(N)c(n1)N,BLFHNSQIZCUTLB-UHFFFAOYSA-N,1,0,NH2,C4N6H8,18.80901016,-20.16323836
13,NC1=C(N)NC(N)=C(N1)N,GGBPWHAKAUDUOF-UHFFFAOYSA-N,1,1,NH2,C4N6H10,18.15922607,-98.29716969
20,NC1=CNC(N)=C(N1)N,OHQOCEAZEGGOHB-UHFFFAOYSA-N,1,1,NH2,C4N5H9,13.50830854,-72.14511288
3,Nc1cnc(N)c(n1)S(=O)(=O)O,BFRAZKJFUMTMOB-UHFFFAOYSA-N,1,0,SO3H,C4N4H6SO3,18.9864692,18.73359846
7,Nc1c(S(=O)(=O)O)nc(N)c(n1)S(=O)(=O)O,HBLSELLKWAXSJE-UHFFFAOYSA-N,1,0,SO3H,C4N4H6S2O6,25.84922998,43.87690285
17,NC1=C(S(=O)(=O)O)NC(N)=CN1,LDQPDBURZNYYIX-UHFFFAOYSA-N,1,1,SO3H,C4N4H8SO3,17.26255744,-22.54789073
22,NC1=C(S(=O)(=O)O)NC(N)=C(N1)S(=O)(=O)O,UGZRDADQDACTTI-UHFFFAOYSA-N,1,1,SO3H,C4N4H8S2O6,25.64576529,5.427879695
5,Nc1c(F)nc(c(n1)F)N,DXLSXMDVVMXTTH-UHFFFAOYSA-N,1,0,F,C4N4H4F2,12.5704752,60.62445851
11,Nc1c(F)nc(cn1)N,ZRXIZMNTQDWDKL-UHFFFAOYSA-N,1,0,F,C4N4H5F,12.20167697,29.497234
14,NC1=CNC(N)=C(F)N1,IYELRJAEDSMZNJ-UHFFFAOYSA-N,1,1,F,C4N4H7F,9.461408924,-29.36367601
18,NC1=C(F)NC(N)=C(F)N1,NLZTVMLXCKVUKD-UHFFFAOYSA-N,1,1,F,C4N4H6F2,10.03133615,-11.60453646
6,Nc1cnc(N)c(n1)O,FFHFOXMXRVDIOO-UHFFFAOYSA-N,1,0,OH,C4N4H6O,12.60893699,-4.618033141
10,Nc1c(O)nc(N)c(n1)O,YUTPLFXFUSMTIW-UHFFFAOYSA-N,1,0,OH,C4N4H6O2,13.38428481,-7.757914981
16,NC1=C(O)NC(N)=C(N1)O,KKYOCRWNHACIBU-UHFFFAOYSA-N,1,1,OH,C4N4H8O2,14.35270147,-73.58343217
19,NC1=C(O)NC(N)=CN1,NPLLIUTYBMTCHF-UHFFFAOYSA-N,1,1,OH,C4N4H8O,13.22793782,-60.00183116
8,Nc1c(C(=O)O)nc(N)c(n1)C(=O)O,VELGYJCKWFALBF-UHFFFAOYSA-N,1,0,COOH,C6N4H6O4,27.34105298,91.02283808
9,Nc1c(C(=O)O)nc(cn1)N,YFJXGQCGFHQJMN-UHFFFAOYSA-N,1,0,COOH,C5N4H6O2,19.07077518,40.53432219
15,NC1=CNC(N)=C(N1)C(=O)O,JNCGIFKQCOXCNC-UHFFFAOYSA-N,1,1,COOH,C5N4H8O2,18.4807543,-24.13830454
21,NC1=C(C(=O)O)NC(N)=C(N1)C(=O)O,OXJLUTJYAOHQGS-UHFFFAOYSA-N,1,1,COOH,C6N4H8O4,26.41798441,0.328932392
26,O=C1C(N)=C(N)C(=O)C(N)=C1N,DNHCPEFCQYRQQN-UHFFFAOYSA-N,2,0,NH2,C6N4H8O2,22.71982679,162.896381
32,O=C1C(N)=CC(=O)C(N)=C1N,TVRSTHUFWDUKKJ-UHFFFAOYSA-N,2,0,NH2,C6N3H7O2,16.7800618,112.9419921
37,Oc1c(N)cc(O)c(N)c1N,IFVXOPUYTNVUFE-UHFFFAOYSA-N,2,1,NH2,C6N3H9O2,25.66248134,30.77290317
44,Oc1c(N)c(N)c(O)c(N)c1N,YMHUTHKVDHJQGN-UHFFFAOYSA-N,2,1,NH2,C6N4H10O2,31.62960606,55.95625229
27,O=C1C(N)=C(S(=O)(=O)O)C(=O)C(N)=C1S(=O)(=O)O,FDEFQMIRXCLZQV-UHFFFAOYSA-N,2,0,SO3H,C6N2H6S2O8,32.56089466,-105.2932432
39,Oc1c(N)c(S(=O)(=O)O)c(O)c(N)c1S(=O)(=O)O,KZVDUZAPZKCNQR-UHFFFAOYSA-N,2,1,SO3H,C6N2H8S2O8,43.26046574,-39.59390125
40,Oc1c(N)c(S(=O)(=O)O)c(O)c(c1)N,OHSVUSXHSXXKOX-UHFFFAOYSA-N,2,1,SO3H,C6N2H8SO5,31.38776652,-19.11754938
25,O=C1C(N)=C(F)C(=O)C(=C1F)N,CYXLETSBXQMCLV-UHFFFAOYSA-N,2,0,F,C6N2H4O2F2,12.4788321,112.4964112
29,O=C1C(N)=C(F)C(=O)C(=C1)N,RISFMGLMFIVIIC-UHFFFAOYSA-N,2,0,F,C6N2H5O2F,11.72230781,87.55622133
36,Oc1c(N)c(F)c(O)c(c1F)N,HFBFYRKZXXMQSW-UHFFFAOYSA-N,2,1,F,C6N2H6O2F2,16.93504774,76.61747332
42,Oc1c(N)cc(O)c(c1F)N,RRPSMJLCXDRYML-UHFFFAOYSA-N,2,1,F,C6N2H7O2F,18.15782406,40.90099541
31,O=C1C(N)=C(O)C(=O)C(N)=C1O,TVDVRGGBAMKANY-UHFFFAOYSA-N,2,0,OH,C6N2H6O4,17.81578931,124.0621984
33,O=C1C(N)=C(O)C(=O)C(=C1)N,XXJUOQIDMTZDAS-UHFFFAOYSA-N,2,0,OH,C6N2H6O3,15.82734232,93.50484561
35,Oc1c(N)c(O)c(O)c(N)c1O,DFKMBBHOBRNKEJ-UHFFFAOYSA-N,2,1,OH,C6N2H8O4,26.82242251,32.22131253
38,Oc1c(N)c(O)c(O)c(c1)N,JSCZTUHYDANNRA-UHFFFAOYSA-N,2,1,OH,C6N2H8O3,24.31062985,18.7468162
28,O=C1C(N)=CC(=O)C(N)=C1C(=O)O,JIXDTWVPZYBRQU-UHFFFAOYSA-N,2,0,COOH,C7N2H6O4,21.97587475,39.43059551
30,O=C1C(N)=C(C(=O)O)C(=O)C(N)=C1C(=O)O,ROKZXZMEHLTLNK-UHFFFAOYSA-N,2,0,COOH,C8N2H6O6,32.34480603,17.30560408
41,Oc1c(N)c(C(=O)O)c(O)c(N)c1C(=O)O,ONKNMUXQRBNUHU-UHFFFAOYSA-N,2,1,COOH,C8N2H8O6,43.01099586,45.70249385
43,Oc1c(N)cc(O)c(N)c1C(=O)O,XYUBOFQBKNTNOK-UHFFFAOYSA-N,2,1,COOH,C7N2H8O4,31.0677864,24.38877238
46,Nc1cc(N)c(N)c(c12)nsn2,BIVLEHJDJKFYLI-UHFFFAOYSA-N,3,0,NH2,C6N5H7S,58.89926334,61.66370297
52,Nc1c(N)c(N)c(N)c(c12)nsn2,OVLJEYSATBMFES-UHFFFAOYSA-N,3,0,NH2,C6N6H8S,67.40273808,82.44096487
60,Nc1c(N)c(N)c(N)c(c12)NSN2,LNMIILAAUUWKJP-UHFFFAOYSA-N,3,1,NH2,C6N6H10S,55.33682814,66.32187693
62,Nc1c(N)cc(N)c(c12)NSN2,RJBXSYYVOIEVIL-UHFFFAOYSA-N,3,1,NH2,C6N5H9S,46.05632831,39.39966972
51,Nc1c(S(=O)(=O)O)cc(N)c(c12)nsn2,NUXMCMORTUBPAJ-UHFFFAOYSA-N,3,0,SO3H,C6N4H6S2O3,62.62590246,20.9565892
55,Nc1c(S(=O)(=O)O)c(S(=O)(=O)O)c(N)c(c12)nsn2,ZJIRHHLUAOBCRZ-UHFFFAOYSA-N,3,0,SO3H,C6N4H6S3O6,81.85124686,-73.10563381
65,Nc1cc(S(=O)(=O)O)c(N)c(c12)NSN2,YJIGARLOBJPSMH-UHFFFAOYSA-N,3,1,SO3H,C6N4H8S2O3,50.20288125,4.338655967
66,Nc1c(S(=O)(=O)O)c(S(=O)(=O)O)c(N)c(c12)NSN2,ZJOVKJJUHVWWCG-UHFFFAOYSA-N,3,1,SO3H,C6N4H8S3O6,68.83473832,-89.55054106
48,Nc1cc(F)c(N)c(c12)nsn2,CRMVZIYOJLJYJD-UHFFFAOYSA-N,3,0,F,C6N4H5SF,54.87831936,66.74075165
49,Nc1c(F)c(F)c(N)c(c12)nsn2,LWYZRKXUNIADEW-UHFFFAOYSA-N,3,0,F,C6N4H4SF2,55.47139335,89.34936513
57,Nc1c(F)cc(N)c(c12)NSN2,GQNFVVISTHEVNX-UHFFFAOYSA-N,3,1,F,C6N4H7SF,42.5017045,47.21022812
63,Nc1c(F)c(F)c(N)c(c12)NSN2,VUSQTAHWVAQHRP-UHFFFAOYSA-N,3,1,F,C6N4H6SF2,42.82409174,75.27423352
50,Nc1c(O)c(O)c(N)c(c12)nsn2,MPOFCMCRPQZYMW-UHFFFAOYSA-N,3,0,OH,C6N4H6SO2,60.53701532,67.77398492
53,Nc1c(O)cc(N)c(c12)nsn2,VGWOANXAJYNXDV-UHFFFAOYSA-N,3,0,OH,C6N4H6SO,55.72455113,53.92868096
59,Nc1cc(O)c(N)c(c12)NSN2,LMVHTBXXDFTJNL-UHFFFAOYSA-N,3,1,OH,C6N4H8SO,45.45151176,33.98409381
61,Nc1c(O)c(O)c(N)c(c12)NSN2,LSMIBVNISRGDDQ-UHFFFAOYSA-N,3,1,OH,C6N4H8SO2,49.63704564,49.68975454
47,Nc1cc(C(=O)O)c(N)c(c12)nsn2,BLGIPJAJZBZWGD-UHFFFAOYSA-N,3,0,COOH,C7N4H6SO2,63.10584014,57.50682404
54,Nc1c(C(=O)O)c(C(=O)O)c(N)c(c12)nsn2,VQLQUIIASVFZOD-UHFFFAOYSA-N,3,0,COOH,C8N4H6SO4,76.75169945,50.52792664
58,Nc1c(C(=O)O)cc(N)c(c12)NSN2,JVENYLSPSRJAIS-UHFFFAOYSA-N,3,1,COOH,C7N4H8SO2,50.2483709,37.25031701
64,Nc1c(C(=O)O)c(C(=O)O)c(N)c(c12)NSN2,WWBMOPHNJMTJBX-UHFFFAOYSA-N,3,1,COOH,C8N4H8SO4,63.84058819,27.69946461
68,O=C1C(N)=C(N)C(=O)c(c12)nsn2,CGORYBSMIJVJFK-UHFFFAOYSA-N,4,0,NH2,C6N4H4SO2,56.3491247,134.290202
73,O=C1C(N)=CC(=O)c(c12)nsn2,QTYQFLWHDMRDDQ-UHFFFAOYSA-N,4,0,NH2,C6N3H3SO2,50.28019209,80.96391648
82,O=c1c(N)c(N)c(=O)c(c12)[nH]s[nH]2,HGPMUSLGIJYTBQ-UHFFFAOYSA-N,4,1,NH2,C6N4H6SO2,69.18315516,129.67569
87,O=c1c(N)cc(=O)c(c12)[nH]s[nH]2,XLMLUDBUEWFKCK-UHFFFAOYSA-N,4,1,NH2,C6N3H5SO2,63.65742009,81.63005868
95,Oc1c(N)c(N)c(O)c(c12)NSN2,ONKPLNZHEXEITK-UHFFFAOYSA-N,4,2,NH2,C6N4H8SO2,50.95707835,50.85172244
96,Oc1cc(N)c(O)c(c12)NSN2,OWSMTJJBASGLMW-UHFFFAOYSA-N,4,2,NH2,C6N3H7SO2,43.99650127,26.62332846
70,O=C1C(S(=O)(=O)O)=C(S(=O)(=O)O)C(=O)c(c12)nsn2,KPQGBESHJBPKQD-UHFFFAOYSA-N,4,0,SO3H,C6N2H2S3O8,68.88495877,-248.4137721
75,O=C1C(S(=O)(=O)O)=CC(=O)c(c12)nsn2,WMCGYTCKODOTBP-UHFFFAOYSA-N,4,0,SO3H,C6N2H2S2O5,55.26439074,-75.39903478
79,O=c1c(S(=O)(=O)O)cc(=O)c(c12)[nH]s[nH]2,BHBFGQZRQIDYPM-UHFFFAOYSA-N,4,1,SO3H,C6N2H4S2O5,68.41815235,-52.66403256
84,O=c1c(S(=O)(=O)O)c(S(=O)(=O)O)c(=O)c(c12)[nH]s[nH]2,PUESFGJNFFSPKY-UHFFFAOYSA-N,4,1,SO3H,C6N2H4S3O8,81.76350478,-211.4331254
97,Oc1cc(S(=O)(=O)O)c(O)c(c12)NSN2,QLRWPHZCOYHCBD-UHFFFAOYSA-N,4,2,SO3H,C6N2H6S2O5,46.62688081,-20.39535972
98,Oc1c(S(=O)(=O)O)c(S(=O)(=O)O)c(O)c(c12)NSN2,SWBWLRRPOKBTAG-UHFFFAOYSA-N,4,2,SO3H,C6N2H6S3O8,65.21743207,-129.8326376
72,O=C1C(F)=CC(=O)c(c12)nsn2,QKUMDXCJYFSZFE-UHFFFAOYSA-N,4,0,F,C6N2HSO2F,48.82678029,38.00778376
74,O=C1C(F)=C(F)C(=O)c(c12)nsn2,VXJKKWKWXVWPDF-UHFFFAOYSA-N,4,0,F,C6N2SO2F2,49.13618023,41.19994397
83,O=c1c(F)c(F)c(=O)c(c12)[nH]s[nH]2,JSOHBRLGRHEOBG-UHFFFAOYSA-N,4,1,F,C6N2H2SO2F2,62.46977208,58.19362337
86,O=c1c(F)cc(=O)c(c12)[nH]s[nH]2,WTDQLTXGXUHGKG-UHFFFAOYSA-N,4,1,F,C6N2H3SO2F,62.17723697,49.53951636
93,Oc1cc(F)c(O)c(c12)NSN2,FKFRUYVQKTXAGS-UHFFFAOYSA-N,4,2,F,C6N2H5SO2F,39.7905296,26.32961269
99,Oc1c(F)c(F)c(O)c(c12)NSN2,ZHMIVKZUYPJLBH-UHFFFAOYSA-N,4,2,F,C6N2H4SO2F2,40.99823994,44.81140092
69,O=C1C(O)=C(O)C(=O)c(c12)nsn2,HSOZGNMLAFYLIR-UHFFFAOYSA-N,4,0,OH,C6N2H2SO4,50.94205476,88.90012434
76,O=C1C(O)=CC(=O)c(c12)nsn2,XLTAYLNOFXBRJC-UHFFFAOYSA-N,4,0,OH,C6N2H2SO3,49.60691457,57.18822417
80,O=c1c(O)c(O)c(=O)c(c12)[nH]s[nH]2,GCTVERPCXJGUEC-UHFFFAOYSA-N,4,1,OH,C6N2H4SO4,66.60037974,92.10752826
85,O=c1c(O)cc(=O)c(c12)[nH]s[nH]2,SHRLBNZGBSFUND-UHFFFAOYSA-N,4,1,OH,C6N2H4SO3,63.19017369,61.92089783
90,Oc1c(O)c(O)c(O)c(c12)NSN2,AZYVZDHZCUDWKV-UHFFFAOYSA-N,4,2,OH,C6N2H6SO4,43.59716796,25.48840448
91,Oc1cc(O)c(O)c(c12)NSN2,BVPGITOEZDRPKJ-UHFFFAOYSA-N,4,2,OH,C6N2H6SO3,41.79693334,18.38821527
71,O=C1C(C(=O)O)=C(C(=O)O)C(=O)c(c12)nsn2,MEBMABOHAUNCLL-UHFFFAOYSA-N,4,0,COOH,C8N2H2SO6,66.73145736,-78.44241175
77,O=C1C(C(=O)O)=CC(=O)c(c12)nsn2,ZLQRBSAWCVCJOD-UHFFFAOYSA-N,4,0,COOH,C7N2H2SO4,55.76350346,-7.579771764
81,O=c1c(C(=O)O)cc(=O)c(c12)[nH]s[nH]2,HCONNBFLQGQSRQ-UHFFFAOYSA-N,4,1,COOH,C7N2H4SO4,66.79593038,8.082994825
88,O=c1c(C(=O)O)c(C(=O)O)c(=O)c(c12)[nH]s[nH]2,ZTNMJEUUFXGWAB-UHFFFAOYSA-N,4,1,COOH,C8N2H4SO6,80.35863074,-52.14485208
92,Oc1c(C(=O)O)c(C(=O)O)c(O)c(c12)NSN2,DKWAOICAUSUKBZ-UHFFFAOYSA-N,4,2,COOH,C8N2H6SO6,58.38130161,-9.640163224
94,Oc1cc(C(=O)O)c(O)c(c12)NSN2,FPUMPCRSAHCWAN-UHFFFAOYSA-N,4,2,COOH,C7N2H6SO4,48.16369225,12.59634811
105,c1c(N)c(N)nc(c12)cc3c(c2N)ncc(N)c3N,ADLYONVOJDWAQK-UHFFFAOYSA-N,5,0,NH2,C12N7H13,51.77535029,83.62703828
110,Nc1c(N)cnc(c12)c(N)c3c(c2)nccc3N,AIYYEZVJVYETTJ-UHFFFAOYSA-N,5,0,NH2,C12N6H12,56.76230616,111.5209339
115,c1c(N)cnc(c12)c(N)c3c(c2N)ncc(c3)N,APRFKIWQDHAYAX-UHFFFAOYSA-N,5,0,NH2,C12N6H12,46.37260061,142.1773687
118,Nc1cc(N)nc(c12)cc3c(c2)nc(N)cc3,AXNIJRPQHSXVRM-UHFFFAOYSA-N,5,0,NH2,C12N5H11,37.2725131,-58.13424787
138,Nc1c(N)cnc(c12)c(N)c3c(c2N)ncc(N)c3N,BUSINHWQHOCGFB-UHFFFAOYSA-N,5,0,NH2,C12N8H14,72.42261127,179.8811409
142,Nc1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3,BXIKZMFMUCSYCU-UHFFFAOYSA-N,5,0,NH2,C12N7H13,56.7232996,26.21105989
147,Nc1c(N)cnc(c12)c(N)c3c(c2N)nccc3N,CBJOJVHHCAGBPZ-UHFFFAOYSA-N,5,0,NH2,C12N7H13,69.61586088,152.5535395
149,Nc1cc(N)nc(c12)cc3c(c2)ncc(N)c3N,CFLBTSBMUACTSZ-UHFFFAOYSA-N,5,0,NH2,C12N6H12,45.99993993,21.65732023
151,c1cc(N)nc(c12)cc3c(c2)ncc(c3)N,CGXQQAAHOGEGLY-UHFFFAOYSA-N,5,0,NH2,C12N4H10,32.86609363,3.171629603
155,Nc1c(N)cnc(c12)c(N)c3c(c2)ncc(c3)N,CLUMFRIBQJKHBZ-UHFFFAOYSA-N,5,0,NH2,C12N6H12,48.11753612,119.6971024
156,Nc1cc(N)nc(c12)c(N)c3c(c2N)ncc(c3)N,CNEYIDDBKBXYCG-UHFFFAOYSA-N,5,0,NH2,C12N7H13,55.98913709,83.95388677
163,Nc1c(N)c(N)nc(c12)cc3c(c2)nccc3N,CUBXPOQBUITJJI-UHFFFAOYSA-N,5,0,NH2,C12N6H12,49.53191443,36.41208889
180,Nc1c(N)cnc(c12)cc3c(c2)ncc(N)c3N,DISFTLOYKJESAM-UHFFFAOYSA-N,5,0,NH2,C12N6H12,49.9792828,98.13099409
181,c1cc(N)nc(c12)cc3c(c2)ncc(N)c3N,DITHXFKQRGBOGG-UHFFFAOYSA-N,5,0,NH2,C12N5H11,41.19640714,18.30828761
187,Nc1cc(N)nc(c12)c(N)c3c(c2N)nc(N)cc3,DNZCJDMKFJPGFT-UHFFFAOYSA-N,5,0,NH2,C12N7H13,55.12101843,19.67409941
193,c1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)c(c3)N,DTIKKJBKCBPANN-UHFFFAOYSA-N,5,0,NH2,C12N8H14,53.75662227,67.43154991
199,Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)cc3N,DXUNAYAFABXORT-UHFFFAOYSA-N,5,0,NH2,C12N8H14,61.69134046,31.52676823
201,c1c(N)c(N)nc(c12)cc3c(c2)ncc(c3)N,DZBCTFVSWNZTEI-UHFFFAOYSA-N,5,0,NH2,C12N5H11,36.98736695,31.67670334
206,c1cc(N)nc(c12)cc3c(c2N)nc(N)cc3,FKRBMJZLVKLHBX-UHFFFAOYSA-N,5,0,NH2,C12N5H11,38.58224847,-23.53953587
209,c1cc(N)nc(c12)cc3c(c2)nccc3,FMXHZXJVYAZKMD-UHFFFAOYSA-N,5,0,NH2,C12N3H9,31.94422372,-10.4409805
212,c1c(N)c(N)nc(c12)cc3c(c2)nccc3,FQWHBSMSPNAQRO-UHFFFAOYSA-N,5,0,NH2,C12N4H10,36.06634442,18.04135529
221,Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)c(N)c3N,FXFXTVQJNLLWIU-UHFFFAOYSA-N,5,0,NH2,C12N8H14,58.5734119,32.4163079
222,Nc1cc(N)nc(c12)cc3c(c2N)nc(N)cc3N,FZNKUHVZUBVZMV-UHFFFAOYSA-N,5,0,NH2,C12N7H13,53.43319376,-13.36339621
229,Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N,GDKCGRJDAPJDLR-UHFFFAOYSA-N,5,0,NH2,C12N9H15,76.54226171,147.863057
230,Nc1c(N)cnc(c12)c(N)c3c(c2N)ncc(c3)N,GECHAOMWZWLDAM-UHFFFAOYSA-N,5,0,NH2,C12N7H13,59.62660239,160.6633931
234,Nc1c(N)c(N)nc(c12)cc3c(c2N)ncc(c3)N,GFFLTWGYYDAXLV-UHFFFAOYSA-N,5,0,NH2,C12N7H13,57.15798495,94.07404237
240,Nc1c(N)cnc(c12)cc3c(c2)nccc3N,GKEYXKXBVQOLCD-UHFFFAOYSA-N,5,0,NH2,C12N5H11,45.45364653,69.30301122
242,c1c(N)c(N)nc(c12)cc3c(c2)ncc(N)c3N,GKUHVVITVQTCIX-UHFFFAOYSA-N,5,0,NH2,C12N6H12,45.30487356,46.80713121
244,c1c(N)cnc(c12)c(N)c3c(c2N)nccc3,GMGWQOVINFEPAH-UHFFFAOYSA-N,5,0,NH2,C12N5H11,45.36824858,130.0611377
245,Nc1c(N)cnc(c12)c(N)c3c(c2N)nccc3,GOGYVPGERGPDGO-UHFFFAOYSA-N,5,0,NH2,C12N6H12,58.63813798,147.961966
251,c1c(N)c(N)nc(c12)cc3c(c2N)nc(N)cc3N,GTGOLCVWAIFEEP-UHFFFAOYSA-N,5,0,NH2,C12N7H13,47.98119735,5.948761374
256,c1c(N)c(N)nc(c12)cc3c(c2N)nccc3N,GXJSGXCTOWGHSG-UHFFFAOYSA-N,5,0,NH2,C12N6H12,47.43005505,54.62280834
258,Nc1c(N)c(N)nc(c12)cc3c(c2N)ncc(N)c3N,GXZGSCZDCCQNOZ-UHFFFAOYSA-N,5,0,NH2,C12N8H14,65.48353534,108.0945741
259,c1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3N,GYNGVAMSWUWZPS-UHFFFAOYSA-N,5,0,NH2,C12N6H12,41.37868597,-29.64410692
260,c1c(N)c(N)nc(c12)cc3c(c2)nc(N)c(c3)N,GZCLGHNEHDUIRC-UHFFFAOYSA-N,5,0,NH2,C12N6H12,40.71093163,-4.490640753
263,Nc1cc(N)nc(c12)c(N)c3c(c2N)nccc3,HATCDRCOIXJJHA-UHFFFAOYSA-N,5,0,NH2,C12N6H12,54.9801148,71.7185273
272,Nc1cc(N)nc(c12)cc3c(c2N)ncc(N)c3N,HFZAFQTYIUTMLK-UHFFFAOYSA-N,5,0,NH2,C12N7H13,57.30709825,65.59103458
273,c1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3N,HGRCTIVKZIHJAW-UHFFFAOYSA-N,5,0,NH2,C12N7H13,59.21123483,95.59251314
275,Nc1c(N)cnc(c12)cc3c(c2)ncc(c3)N,HHYCGEIXEIHPJI-UHFFFAOYSA-N,5,0,NH2,C12N5H11,41.59495232,82.99248186
277,c1cc(N)nc(c12)c(N)c3c(c2)ncc(N)c3N,HLIIURLCVCIUIB-UHFFFAOYSA-N,5,0,NH2,C12N6H12,52.41843518,58.88116958
282,c1c(N)cnc(c12)cc3c(c2)nccc3N,HVYYKUMIDPTZDW-UHFFFAOYSA-N,5,0,NH2,C12N4H10,37.11763728,54.13414989
285,c1c(N)cnc(c12)c(N)c3c(c2)nccc3N,HWJYBEQQBKBYFZ-UHFFFAOYSA-N,5,0,NH2,C12N5H11,48.38158873,97.64780976
288,c1c(N)c(N)nc(c12)cc3c(c2N)nc(N)c(c3)N,HWXHEDKMKCVRCO-UHFFFAOYSA-N,5,0,NH2,C12N7H13,46.97071868,32.2227007
291,c1c(N)cnc(c12)cc3c(c2)nccc3,HYMMBUVIIBKJAG-UHFFFAOYSA-N,5,0,NH2,C12N3H9,32.34122694,54.22114292
295,Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3N,IAGLUEDXCWCPAF-UHFFFAOYSA-N,5,0,NH2,C12N8H14,73.86998686,118.7413445
298,c1c(N)c(N)nc(c12)c(N)c3c(c2)ncc(N)c3N,IBWXRSCZXAMJLJ-UHFFFAOYSA-N,5,0,NH2,C12N7H13,56.52139427,89.40465816
299,Nc1c(N)cnc(c12)cc3c(c2N)ncc(c3)N,ICDVEVHXUPUOOE-UHFFFAOYSA-N,5,0,NH2,C12N6H12,52.85352765,126.5651345
301,c1ccnc(c12)c(N)c3c(c2N)nccc3,IENSFSOYTZDTFR-UHFFFAOYSA-N,5,0,NH2,C12N4H10,44.30012817,117.8237734
302,Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nccc3,IEZOIZIHWRVNQM-UHFFFAOYSA-N,5,0,NH2,C12N7H13,63.23672049,115.7903043
305,c1cc(N)nc(c12)cc3c(c2)nccc3N,IFMVIBZFMYEUHW-UHFFFAOYSA-N,5,0,NH2,C12N4H10,36.7190226,-10.55336725
310,c1c(N)c(N)nc(c12)c(N)c3c(c2N)ncc(N)c3N,INOMMRQEVYHYIS-UHFFFAOYSA-N,5,0,NH2,C12N8H14,63.71700766,124.7049204
312,Nc1cc(N)nc(c12)cc3c(c2N)nccc3,IOALLNDIQKEMRJ-UHFFFAOYSA-N,5,0,NH2,C12N5H11,48.0142543,36.45220797
322,Nc1ccnc(c12)cc3c(c2N)nccc3N,JAJSHKPWWYXIDQ-UHFFFAOYSA-N,5,0,NH2,C12N5H11,52.380776,82.6730953
331,Nc1cc(N)nc(c12)cc3c(c2N)nc(N)cc3,JETQJQKXSHJJTC-UHFFFAOYSA-N,5,0,NH2,C12N6H12,48.49761912,-15.47149165
333,c1cc(N)nc(c12)c(N)c3c(c2)nccc3,JFRYBHBMSHHCFL-UHFFFAOYSA-N,5,0,NH2,C12N4H10,38.05198206,27.53801933
334,c1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)cc3,JGCRHZOSIMEDNU-UHFFFAOYSA-N,5,0,NH2,C12N6H12,42.6831745,5.054644328
339,Nc1c(N)c(N)nc(c12)c(N)c3c(c2N)nc(N)cc3N,JLSXCXUWTKYBTP-UHFFFAOYSA-N,5,0,NH2,C12N9H15,72.65540773,71.5976115
342,c1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3,JNDYIPLKYNHIMP-UHFFFAOYSA-N,5,0,NH2,C12N5H11,42.15961486,56.15537485
344,Nc1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3,JNXZEBSQABHBDJ-UHFFFAOYSA-N,5,0,NH2,C12N6H12,45.28616462,-14.54009895
346,Nc1c(N)c(N)nc(c12)cc3c(c2)ncc(c3)N,JOHKHIVOUJVRCW-UHFFFAOYSA-N,5,0,NH2,C12N6H12,45.684325,50.13949035
354,Nc1cc(N)nc(c12)cc3c(c2)nccc3N,JVVPSJFUPBVYKP-UHFFFAOYSA-N,5,0,NH2,C12N5H11,41.55423171,-7.166220574
357,Nc1ccnc(c12)cc3c(c2)nccc3,JYNYKFHZPSBXIU-UHFFFAOYSA-N,5,0,NH2,C12N3H9,36.19916059,40.53402181
368,c1cc(N)nc(c12)c(N)c3c(c2N)nc(N)cc3,KKKTVSFAGATLAH-UHFFFAOYSA-N,5,0,NH2,C12N6H12,45.2818569,13.03439579
370,Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nccc3N,KKZHRDZKFRNYRB-UHFFFAOYSA-N,5,0,NH2,C12N7H13,61.14630232,78.99466582
380,c1cc(N)nc(c12)cc3c(c2)nc(N)cc3,KVUPQNROSCBVRS-UHFFFAOYSA-N,5,0,NH2,C12N4H10,32.46928445,-61.48827605
386,Nc1c(N)c(N)nc(c12)c(N)c3c(c2)nc(N)c(c3)N,LCPBMKZZPZMYAB-UHFFFAOYSA-N,5,0,NH2,C12N8H14,56.41718992,49.73557531
394,c1cc(N)nc(c12)cc3c(c2N)ncc(c3)N,LFZAOKHZLZMGOE-UHFFFAOYSA-N,5,0,NH2,C12N5H11,39.01678377,42.49706333
403,c1c(N)c(N)nc(c12)cc3c(c2)nc(N)cc3,LLOXTRUVJBQANF-UHFFFAOYSA-N,5,0,NH2,C12N5H11,36.59070998,-32.97719464
