id,smiles,inchiKey,parentGroupLabel,reactionStep,functionalGroup,stoichiometry,uff_energy,mmff_energy
10374,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)cc(C(=O)O)c4C(=O)O,SBIHKVFOSKRXJJ-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,122.7573626,55.38976949
10380,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4C(=O)O,SGLFHPHKBOHKRO-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,111.9807414,101.0980332
10388,O=C(O)c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4C(=O)O,SNTBTLUBLJETOR-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,117.0420314,74.17825874
10389,O=C(O)c(c1)c(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(cc4)C(=O)O,SOYUJRGPPYWCHD-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,126.2296064,56.34562789
10391,c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4,SSSGVNVJTNPFRF-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,106.3728856,117.8060022
10395,c1ccc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(cc4)C(=O)O,SVIGZSAUAWCHCQ-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,118.8169442,98.05324534
10399,O=C(O)c1c(C(=O)O)ccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4C(=O)O,SXJOIGXQRKNOPJ-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,125.8029358,38.33522236
10400,O=C(O)c(c1)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,SYJIFMRFAJJQIC-BUHFOSPRSA-N,15,1,COOH,C22N2H10O14,145.9669443,-30.24848468
10411,O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(c4)C(=O)O,TZLKKWOFSDCUKC-BUHFOSPRSA-N,15,1,COOH,C22N2H10O14,146.1275368,-19.70624179
10424,O=C(O)c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(cc4)C(=O)O,URWVLGDCALZMQH-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,125.0223273,52.62450836
10429,c1ccc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4,UUNOYWZYCHZKSK-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,108.8314612,126.7105768
10436,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)cc4C(=O)O,VBEUSLYWCLVRJK-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,119.6342733,62.65106745
10441,O=C(O)c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(C(=O)O)c(c4)C(=O)O,VHPVEHQRKJLPHT-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,123.8456431,39.37969234
10444,O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4,VJTLISRKVUSHKV-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,128.8009402,24.91940285
10449,O=C(O)c(c1)c(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)cc4C(=O)O,VNOTYGQKKQYABU-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,133.7192156,19.93616424
10457,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(C(=O)O)c(c4)C(=O)O,VTYNSJGIGJCMEB-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,111.7562347,85.8521588
10460,O=C(O)c(c1)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)cc(C(=O)O)c4C(=O)O,VVYDXDJZMGTSRK-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,130.413521,30.33478321
10463,c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)cc(c4)C(=O)O,VWSQAOJVGBOIJG-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,111.1841284,93.58418035
10465,O=C(O)c(c1)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(cc4)C(=O)O,VXLFQUJIOCFJPV-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,120.7792303,73.79798337
10466,c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(C(=O)O)c(c4)C(=O)O,VXNMTVRRVFIHOL-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,117.2305923,76.0248029
10467,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cccc4C(=O)O,VYEHNKPZLGGQAZ-BUHFOSPRSA-N,15,1,COOH,C17N2H10O4,104.5741485,101.7501317
10472,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(c4)C(=O)O,WAKMALAWLCFOHB-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,124.596263,54.35627683
10484,O=C(O)c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)ccc(c4)C(=O)O,WMFVCGRIOVOMAK-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,107.6130197,87.1096646
10486,O=C(O)c(c1)ccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(cc4)C(=O)O,WOPUJZAGLNMZQO-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,108.0990576,104.1421651
10492,O=C(O)c(c1)ccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,WSPBHOPHXXPGHN-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,138.7577478,-19.62420154
10494,O=C(O)c(c1)ccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(C(=O)O)c(c4)C(=O)O,WTCTVRZLLUNERF-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,120.5916979,71.27614754
10503,O=C(O)c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)cc4C(=O)O,WYKWVDMUOAJYEA-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,131.9007299,16.17490556
10508,O=C(O)c(c1)ccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)cc4C(=O)O,XAUZDAXIAOAQQA-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,123.188961,48.02955891
10510,O=C(O)c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,XEBJCUNYCMEBIS-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,142.6510927,-31.82577218
10511,O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)cc(C(=O)O)c4C(=O)O,XEYBJWXZNFOPIR-BUHFOSPRSA-N,15,1,COOH,C22N2H10O14,141.4665888,-17.51178727
10518,O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(cc4)C(=O)O,XKGFXKIHPGKCRW-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,135.4078843,25.81791491
10519,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,XKPNDSLQPYKMOQ-BUHFOSPRSA-N,15,1,COOH,C24N2H10O18,170.2571494,-138.6597
10521,c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4C(=O)O,XNOFQDPIYYQLRM-BUHFOSPRSA-N,15,1,COOH,C19N2H10O8,115.4678172,91.14487356
10533,O=C(O)c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)ccc4C(=O)O,XZCKMPIXPKDCNC-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,122.5814967,54.42684066
10550,O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,YSFJIVWWVISLPU-BUHFOSPRSA-N,15,1,COOH,C23N2H10O16,159.4845703,-78.8817032
10559,c1cc(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(c4)C(=O)O,ZESWWFRLWPWQBG-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,128.0029533,44.55815741
10561,O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(C(=O)O)c4C(=O)O,ZHACEMOBXMXBJU-BUHFOSPRSA-N,15,1,COOH,C23N2H10O16,157.3027064,-77.80662593
10576,O=C(O)c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(c4)C(=O)O,ZSOAKGGLPRIZHS-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,130.190943,27.53598775
10577,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)ccc(C(=O)O)c4C(=O)O,ZSOWAVKWULBQDJ-BUHFOSPRSA-N,15,1,COOH,C18N2H10O6,113.4683715,65.84408399
10578,O=C(O)c(c1)cc(C(=O)O)c(c12)N/C(C2=O)=C(\C3=O)Nc(c34)c(C(=O)O)c(C(=O)O)c(c4)C(=O)O,ZTXSQBMRKUSRDC-BUHFOSPRSA-N,15,1,COOH,C21N2H10O12,133.4475242,29.06697159
10580,O=C(O)c(c1)c(C(=O)O)cc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(C(=O)O)c(c4)C(=O)O,ZUYZXUIDYOSVCI-BUHFOSPRSA-N,15,1,COOH,C20N2H10O10,125.8045457,43.18070212
10582,c1cccc(c12)N/C(C2=O)=C(\C3=O)Nc(c34)cc(cc4)C(=O)O,ZXGYBVCIQRMQEK-BUHFOSPRSA-N,15,1,COOH,C17N2H10O4,103.1635581,118.7658185
10587,O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)cc(C(=O)O)c4C(=O)O,AKGBJPAXLPWTIA-UHFFFAOYSA-N,15,2,COOH,C22N2H12O14,156.082536,-84.03434734
10590,c1ccc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(C(=O)O)c(c4)C(=O)O,AMSMNPUTLDSUDV-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,127.7878264,-28.16222559
10591,c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(C(=O)O)c(c4)C(=O)O,ANSWRNVUNLVDQB-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,135.7484736,-50.52299685
10594,O=C(O)c(c1)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,AOLAAAOASNZVDF-UHFFFAOYSA-N,15,2,COOH,C17N2H12O4,112.5294725,1.617996501
10600,O=C(O)c(c1)cc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)ccc4C(=O)O,AWWGYQLTDSIVJJ-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,131.4008842,-27.08636612
10611,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)c(cc4)C(=O)O,BHVOVQAQFQZNCU-UHFFFAOYSA-N,15,2,COOH,C22N2H12O14,161.4662302,-127.0890583
10617,O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)C(=O)O,BOXUARBLJKTQGX-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,141.0683101,-71.08042047
10638,O=C(O)c(c1)cc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(cc4)C(=O)O,CMQSYAMALQFQHC-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,118.1601523,-20.05749459
10651,c1cc(C(=O)O)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,CZEJVVPANTUGOP-UHFFFAOYSA-N,15,2,COOH,C17N2H12O4,112.6284964,7.029555779
10655,O=C(O)c(c1)c(C(=O)O)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(C(=O)O)c(c4)C(=O)O,DCUBVAXZUODCLF-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,135.8738326,-54.52927821
10657,c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)cc(c4)C(=O)O,DEJWUEFAYCLPEW-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,130.895083,-44.2807057
10664,O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)C(=O)O,DNIGHZCTGPKCFA-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,134.7183155,-39.57124313
10669,c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)C(=O)O,DXEVLOWPDOYMKE-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,127.7316872,-27.5544148
10670,O=C(O)c1cc(C(=O)O)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4C(=O)O,DXNSROILDPFQKI-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,126.2767221,-12.33112389
10672,O=C(O)c(c1)cc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4C(=O)O,DYMPBTCZRGKVHC-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,127.750531,-18.31752023
10680,O=C(O)c(c1)cc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)ccc4,FGOKVOVZDABXNV-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,125.8842904,-22.24296065
10684,O=C(O)c(c1)c(C(=O)O)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)C(=O)O,FIJNLGBMLGQWGF-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,126.0697965,-31.75085969
10692,O=C(O)c1c(C(=O)O)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4C(=O)O,FNMNCMYFGVRWJT-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,133.6704537,-38.72419215
10694,c1cc(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)cc(C(=O)O)c4C(=O)O,FQFXVYWOPSCURM-UHFFFAOYSA-N,15,2,COOH,C21N2H12O12,145.0160684,-71.97778973
10698,O=C(O)c1ccc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(C(=O)O)c(C(=O)O)c4C(=O)O,FTGCBFVRXMABRC-UHFFFAOYSA-N,15,2,COOH,C21N2H12O12,146.7025424,-79.78852793
10705,O=C(O)c1ccc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(C(=O)O)c4C(=O)O,FVZXQRSVNBSNGI-UHFFFAOYSA-N,15,2,COOH,C20N2H12O10,139.1660742,-44.92705402
10710,O=C(O)c(c1)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4C(=O)O,FZJBQEJBARBTBS-UHFFFAOYSA-N,15,2,COOH,C18N2H12O6,120.5905169,-10.07140187
10714,O=C(O)c1ccc(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4C(=O)O,GAPKSYGATGKOTH-UHFFFAOYSA-N,15,2,COOH,C19N2H12O8,129.1599389,-11.57197852
10717,O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)c(cc4)C(=O)O,GDEVHOPCIBGUIL-UHFFFAOYSA-N,15,2,COOH,C21N2H12O12,148.5184886,-86.63027162
10718,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(C(=O)O)ccc4C(=O)O,GEBUDTWNYXEZNL-UHFFFAOYSA-N,15,2,COOH,C22N2H12O14,161.1693792,-111.9908743
10745,Nc1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,HBVHZUYHFBISGD-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,115.6247501,19.81203253
10747,c1ccc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4,HDEBFLSYSUBDDN-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,112.130564,-12.43448955
10757,Nc1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)cc(N)c4N,HNGPTGKPGXPZIV-UHFFFAOYSA-N,15,2,NH2,C16N8H18O2,131.4615937,0.809000666
10760,Nc1ccc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)ccc4,HQUCQWQKRILGFP-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,114.7310883,-17.25173064
10761,Nc1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)cc(c4)N,HRTTYZOLYWMNGY-UHFFFAOYSA-N,15,2,NH2,C16N8H18O2,130.6870018,8.195993368
10775,c1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,IFXPNXNAOGVAKW-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,128.2481245,17.93634398
10777,c1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,IIBSXNFFCDAOTH-UHFFFAOYSA-N,15,2,NH2,C16N3H13O2,108.5600058,1.960432457
10790,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,IXLHKINOKSFFSJ-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,123.3241567,9.746683066
10793,Nc1c(N)c(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4N,JBRGTTWRBKFBEQ-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,129.9286967,25.20357077
10796,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4N,JEZUGWPXKMBYDC-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,117.9468951,-13.06074779
10802,c1ccc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(N)c4N,JPKWFUGVKSWRAI-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,124.5655977,13.63642237
10805,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)N,JRSGPGILYOPYRN-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,115.6254559,-8.007891088
10816,c1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(c4)N,KHVHTJWMXNMOKP-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,125.0342906,5.708791803
10818,c1cc(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4,KKJSLHFAFIKLIJ-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,110.1497633,-6.99142869
10819,c1cc(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)N,KKZOLESFGUNCJX-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,110.1439013,-7.552240795
10820,c1cc(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4N,KLLBABUWABBBCP-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,111.6006455,4.972709
10851,Nc1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(c4)N,LJJDZJCERTVOSK-UHFFFAOYSA-N,15,2,NH2,C16N8H18O2,133.5442294,25.36243788
10859,Nc1cc(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4N,LNLJSSWBBHNROB-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,121.536825,5.119548285
10860,c1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)N,LOVPHFIHHUFPMJ-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,109.4174515,-8.111712914
10861,Nc1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4N,LRXQJNFLSJLWHD-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,122.4662534,22.27287229
10868,Nc1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)c(N)c(c4)N,LWMYUVRDHMMJGA-UHFFFAOYSA-N,15,2,NH2,C16N9H19O2,138.3964029,28.01635626
10881,Nc1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4N,MMMQCJGWYWIQTL-UHFFFAOYSA-N,15,2,NH2,C16N8H18O2,136.1979613,26.25144688
10883,Nc1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,MQBNOINDABMSQR-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,127.8165457,27.40669951
10885,c1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4N,MQOKVDLEPRGDOA-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,115.4680038,4.409265568
10887,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4,MSQAXZFLMIALNN-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,111.6865251,-19.01836758
10892,Nc1c(N)ccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)N,MVNLHEAZHDTSCD-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,115.8709227,9.735469742
10893,c1c(N)c(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)cc4N,MWGPRVAOMPWOEE-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,116.6836094,3.965932607
10895,c1ccc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(c4)N,MXBCQOLGFSSTGD-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,113.6020818,-7.494311357
10904,Nc1cccc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,NDKBSWWVSLENHN-UHFFFAOYSA-N,15,2,NH2,C16N3H13O2,114.6154951,14.47772157
10905,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(N)c4N,NFTDZTRJBRKVPK-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,128.6778609,18.81415481
10913,c1ccc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,NMURBKDSEBNHMB-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,119.1013818,4.758360586
10916,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(N)c4N,NOGHLGMDFPVFDP-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,123.1249852,7.042610379
10925,Nc1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,NXAQFTZQFPTUIU-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,117.341697,6.37876357
10931,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)ccc4N,OJCWUJLZWCOTGR-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,119.4261163,-12.25851316
10938,Nc1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)ccc4,OOTSWNZLFUOGSI-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,121.9767016,-8.64973788
10948,c1c(N)c(N)cc(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,OUEHSDQZYBCXJD-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,120.9484673,15.20653447
10957,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)c(N)cc4,OXAGXNPVACYIQS-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,120.6933545,-7.884582422
10959,Nc1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(N)c4N,OYRGAGHICYVOED-UHFFFAOYSA-N,15,2,NH2,C16N8H18O2,131.9758822,23.15031289
10963,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(c4)N,PAAOWKPYZCLBIG-UHFFFAOYSA-N,15,2,NH2,C16N5H15O2,112.4656975,-19.58333132
10966,c1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)cc(c4)N,PDKVSVBVZCTBCB-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,120.3926929,-11.03263882
10971,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cc(N)c(c4)N,PJFDYZVEBSYFBT-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,114.4766119,-14.08440121
10988,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,PYPSIQIRYJEEKV-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,120.7396901,-1.777069527
10989,c1c(N)c(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)ccc4,PZYBVGATEQHRSD-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,120.213072,-4.632761596
10990,c1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)cccc4,QBANNPXXWROQAK-UHFFFAOYSA-N,15,2,NH2,C16N4H14O2,114.7734254,2.063237886
10992,c1c(N)cc(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)c(N)cc(c4)N,QGNXZCNCIGZBQK-UHFFFAOYSA-N,15,2,NH2,C16N6H16O2,111.8631392,-31.04802994
10993,Nc1cc(N)c(N)c(c12)[nH]c(c2O)-c(c3O)[nH]c(c34)ccc(N)c4N,QHPBABVQPLPPDJ-UHFFFAOYSA-N,15,2,NH2,C16N7H17O2,129.7481417,14.07166454
